District,Lat,Long
Ma On Shan Country Park,22.373824218,113.958279433
Lantau South Country Park,22.295137047,114.016617825
Sai Kung West Country Park,22.302577837,113.929916712
Plover Cove (extension) Country Park,22.279620187,114.173002762
Sai Kung East Country Park,22.424592725,114.232254564
Sai Kung East Country Park,22.24840888,114.155454375
Pat Sin Leng Country Park,22.29592048,114.173303153
Sai Kung West Country Park,22.338072525,114.146597421
Tai Lam Country Park,22.285964564,114.139884003
Sai Kung West Country Park (wan Tsai Extension),22.226948852,114.110412731
Sai Kung East Country Park,22.399875216,114.191056155
Lantau South Country Park,22.257874051,113.862139996
Pat Sin Leng Country Park,22.355658722,114.12541944
Tai Lam Country Park,22.318099073,114.190996414
Lantau South Country Park,22.283466348,114.159408073
Lantau South Country Park,22.282446198,114.232814538
Shing Mun Country Park,22.397625511,113.976868603
Sai Kung East Country Park,22.331735034,114.160265992
Sai Kung West Country Park,22.309548082,114.229836108
Sai Kung East Country Park,22.278084529,114.164163266
Lantau South Country Park,22.284392708,114.038521225
Tai Lam Country Park,22.505346213,114.120776956
Lantau South Country Park,22.329687681,114.225436883
Lantau North Country Park,22.31566352,114.224277046
Sai Kung East Country Park,22.283689284,114.211787548
Sai Kung West Country Park,22.329640336,114.18889123
Tai Mo Shan Country Park,22.263574554,114.249552871
Sai Kung East Country Park,22.321359682,114.172623087
Lantau South Country Park,22.219156035,114.212207989
Lantau South Country Park,22.286002612,114.149626468
Sai Kung East Country Park,22.289553048,114.193730037
Ma On Shan Country Park,22.307271658,114.187355898
Sai Kung West Country Park (wan Tsai Extension),22.494704504,114.138205886
Tai Tam Country Park,22.249564658,114.15435797
Tai Lam Country Park,22.28571982,114.13605113
Shing Mun Country Park,22.277307654,114.16138826
Plover Cove Country Park,22.354098338,114.106459573
Ma On Shan Country Park,22.286608477,114.155011906
Sai Kung West Country Park,22.317142065,114.187987515
Pat Sin Leng Country Park,22.268945765,114.185752118
Kam Shan Country Park,22.502161648,114.130749595
Pat Sin Leng Country Park,22.450911086,114.164205912
Lantau South Country Park,22.304436162,114.168256374
Sai Kung West Country Park,22.244480532,114.155416168
Sai Kung West Country Park,22.446125115,114.166576748
Lion Rock Country Park,22.382233641,114.27232681
Kam Shan Country Park,22.374637308,114.115090964
Aberdeen Country Park,22.363128814,114.131543073
Plover Cove Country Park,22.329242679,114.161130178
Pat Sin Leng Country Park,22.30943924,114.170963842
Tai Tam Country Park (quarry Bay Extension),22.281942985,114.128638843
Sai Kung East Country Park,22.263325701,114.239976777
Tai Lam Country Park,22.44495014,114.022702538
Clear Warer Bay Country Park,22.274418531,114.172740926
Tai Tam Country Park,22.281813976,114.129075539
Southern,22.292252516,114.199397552
Sai Kung,22.385548619,114.18690538
Tsuen Wan,22.284182797,114.224285823
Tuen Mun,22.25061771,114.13614861
Tuen Mun,22.321882903,114.162790751
Islands,22.266111266,113.99797404
Southern,22.279602094,114.171838376
Tuen Mun,22.206819435,114.028346375
Sai Kung,22.320781662,114.170701304
Southern,22.356871097,114.295946923
Sai Kung,22.224989691,114.197517685
Southern,22.364014135,114.069158251
Southern,22.379388539,113.979876638
Islands,22.376580876,113.981297261
Southern,22.291132008,114.291073098
Sai Kung,22.239991522,113.975945472
Tsuen Wan,22.375822161,113.983423804
Tsuen Wan,22.221245336,114.214019354
Southern,22.228710235,114.25069011
Tsuen Wan,22.244486995,114.187708189
Islands,22.367845073,114.288236384
Islands,22.213291785,114.214918262
Islands,22.270144545,113.998982828
Southern,22.217796086,114.202117818
Southern,22.357679516,114.267821775
Southern,22.278075986,114.17541888
Southern,22.364813553,114.070853816
Southern,22.367457169,114.086361429
Wong Tai Sin,22.36475518,114.055859134
Tai Po,22.246442715,114.246980068
Islands,22.218823847,114.119699498
Southern,22.230604709,113.941343199
Sha Tin,22.204461532,114.122714614
Islands,22.233034358,114.223193823
Sha Tin,22.229835469,114.198238121
Southern,22.224236112,114.214848472
Islands,22.279620187,114.173002762
Islands,22.331735034,114.160265992
Islands,22.307271658,114.187355898
Yuen Long,22.28571982,114.13605113
Tuen Mun,22.31566352,114.224277046
Discovery Bay,22.283689284,114.211787548
Tseung Kwan O,22.329640336,114.18889123
Airport,22.309548082,114.229836108
Kowloon East,22.268945765,114.185752118
Aberdeen,22.249564658,114.15435797
Ma On Shan,22.244480532,114.155416168
Yuen Long,22.374637308,114.115090964
Sai Ying Pun,22.446125115,114.166576748
Lamma Island,22.450911086,114.164205912
Cheung Sha Wan,22.281942985,114.128638843
Wah Fu,22.363128814,114.131543073
Mui Wo,22.385548619,114.18690538
Tsim Sha Tsui,22.279602094,114.171838376
Tai Po,22.320781662,114.170701304
Sha Tin,22.279620187,114.173002762
Kowloon City,22.309548082,114.229836108
Hong Kong East,22.331735034,114.160265992
Kwai Chung,22.385548619,114.18690538
Central,22.450911086,114.164205912
Shau Kei Wan,22.279602094,114.171838376
Wan Chai,22.279620187,114.173002762
Kowloon Central,22.331735034,114.160265992
Sheung Shui,22.385548619,114.18690538
Tuen Mun,22.279620187,114.173002762
Peng Chau,22.331735034,114.160265992
Sai Kung,22.279620187,114.173002762
Tsuen Wan,22.279620187,114.173002762
Cheung Chau,22.279620187,114.173002762
