District,Lat,Lng
Pat Sin Leng Country Park,22.49530588,114.169559524
Tai Tam Country Park (quarry Bay Extension),22.273591351,114.211194137
Clear Warer Bay Country Park,22.290248805,114.29973897
Sai Kung East Country Park,22.436029326,114.336191644
Tai Lam Country Park,22.409147895,114.033362313
Southern,22.21069313,114.197902557
Tai Tam Country Park,22.258820666,114.202184362
Southern,22.240087603,114.249551414
Tai Po,22.471383813,114.232780361
Wong Tai Sin,22.344959196,114.183862969
Islands,22.257874051,113.862139996
Southern,22.23004264,114.257496187
Sha Tin,22.399875216,114.191056155
Sha Tin,22.398883631,114.199325377
Islands,22.223782952,114.126204798
Southern,22.252080063,114.133760693
Islands,22.287043506,114.039956708
Islands,22.200813532,114.018251493
Islands,22.226649098,113.933844324
Tuen Mun,22.373824218,113.958279433
Yuen Long,22.44147834,114.094887459
Tseung Kwan O,22.316683856,114.268704611
Discovery Bay,22.295137047,114.016617825
Aberdeen,22.24840888,114.155454375
Airport,22.302577837,113.929916712
Sai Ying Pun,22.285964564,114.139884003
Ma On Shan,22.424592725,114.232254564
Lamma Island,22.226948852,114.110412731
Cheung Sha Wan,22.338072525,114.146597421
Tsim Sha Tsui,22.29592048,114.173303153
Kowloon City,22.318099073,114.190996414
Kwai Chung,22.355658722,114.12541944
Central,22.283466348,114.159408073
Kwun Tong,22.31566352,114.224277046
Shau Kei Wan,22.282446198,114.232814538
Sheung Shui,22.505346213,114.120776956
Tuen Mun,22.397625511,113.976868603
Peng Chau,22.284392708,114.038521225
Kowloon City,22.329640336,114.18889123
Eastern,22.263574554,114.249552871
Eastern,22.283689284,114.211787548
Kowloon City,22.317142065,114.187987515
Yau Tsim Mong,22.321359682,114.172623087
Southern,22.219156035,114.212207989
Eastern,22.289553048,114.193730037
Central And Western,22.286002612,114.149626468
Central And Western,22.28571982,114.13605113
Kowloon City,22.307271658,114.187355898
North Point,22.494704504,114.138205886
Sha Tin,22.385548619,114.18690538
Wan Chai,22.279602094,114.171838376
Southern,22.249564658,114.15435797
Central And Western,22.286608477,114.155011906
Central & Western,22.277307654,114.16138826
Kwai Tsing,22.354098338,114.106459573
North Point,22.502161648,114.130749595
Wan Chai,22.268945765,114.185752118
Tai Po,22.450911086,114.164205912
Southern,22.244480532,114.155416168
Yau Tsim Mong,22.304436162,114.168256374
Tai Po,22.446125115,114.166576748
Wan Chai,22.279620187,114.173002762
Sai Kung,22.382233641,114.27232681
Tsuen Wan,22.374637308,114.115090964
Kowloon Central,22.30943924,114.170963842
Sham Shui Po,22.329242679,114.161130178
Eastern,22.263325701,114.239976777
Kwai Tsing,22.363128814,114.131543073
Central And Western,22.281942985,114.128638843
Yuen Long,22.44495014,114.022702538
Wan Chai,22.274418531,114.172740926
Yau Tsim Mong,22.321882903,114.162790751
Central And Western,22.281813976,114.129075539
Eastern,22.292252516,114.199397552
Wan Chai,22.278075986,114.17541888
Wah Fu,22.25061771,114.13614861
Mui Wo,22.266111266,113.99797404
Hong Kong East,22.284182797,114.224285823
Yau Tsim Mong,22.320781662,114.170701304
Cheung Chau,22.206819435,114.028346375
Kwun Tong,22.309548082,114.229836108
Sham Shui Po,22.331735034,114.160265992
Tuen Mun,22.376580876,113.981297261
Sai Kung,22.356871097,114.295946923
Southern,22.224989691,114.197517685
Tuen Mun,22.375822161,113.983423804
Tsuen Wan,22.364014135,114.069158251
Tuen Mun,22.379388539,113.979876638
Sai Kung,22.291132008,114.291073098
Southern,22.228710235,114.25069011
Islands,22.239991522,113.975945472
Southern,22.221245336,114.214019354
Southern,22.213291785,114.214918262
Sai Kung,22.367845073,114.288236384
Islands,22.270144545,113.998982828
Sai Kung,22.357679516,114.267821775
Southern,22.217796086,114.202117818
Southern,22.244486995,114.187708189
Tsuen Wan,22.364813553,114.070853816
Tsuen Wan,22.367457169,114.086361429
Southern,22.246442715,114.246980068
Islands,22.230604709,113.941343199
Islands,22.204461532,114.122714614
Southern,22.233034358,114.223193823
Southern,22.224236112,114.214848472
Kowloon City,22.329640336,114.18889123
Southern,22.229835469,114.198238121
Kwun Tong,22.31566352,114.224277046
Eastern,22.283689284,114.211787548
Central And Western,22.28571982,114.13605113
Kowloon City,22.307271658,114.187355898
Sha Tin,22.385548619,114.18690538
Wan Chai,22.279602094,114.171838376
Southern,22.249564658,114.15435797
Wan Chai,22.268945765,114.185752118
Tai Po,22.450911086,114.164205912
Southern,22.244480532,114.155416168
Wan Chai,22.279620187,114.173002762
Tai Po,22.446125115,114.166576748
Tsuen Wan,22.374637308,114.115090964
Kwai Tsing,22.363128814,114.131543073
Central And Western,22.281942985,114.128638843
Yau Tsim Mong,22.320781662,114.170701304
Kowloon East,22.309548082,114.229836108
Sham Shui Po,22.331735034,114.160265992
Wan Chai,22.279602094,114.171838376
Sha Tin,22.385548619,114.18690538
Wan Chai,22.279620187,114.173002762
Tai Po,22.450911086,114.164205912
Sham Shui Po,22.331735034,114.160265992
Sha Tin,22.385548619,114.18690538
Wan Chai,22.279620187,114.173002762
Sham Shui Po,22.331735034,114.160265992
Wan Chai,22.279620187,114.173002762
Islands,22.218823847,114.119699498
Tsuen Wan,22.36475518,114.055859134
Sheung Shui,22.503293,114.133624
Sheung Shui,22.497486,114.12596
Sheung Shui,22.500743,114.125774
Sheung Shui,22.503768,114.129241
Sheung Shui,22.50435,114.126826
Sheung Shui,22.504159,114.127748
Sheung Shui,22.504642,114.130046
Sheung Shui,22.503022,114.127966
Sheung Shui,22.502036,114.129039
Sheung Shui,22.500943,114.129327
Sheung Shui,22.501228,114.131808
Sheung Shui,22.501535,114.127452
Sheung Wan,22.28791,114.151791
Sheung Wan,22.286661,114.150975
Sheung Wan,22.285965,114.151797
Sheung Wan,22.286219,114.152878
Sheung Wan,22.287046,114.14769
Sheung Wan,22.285516,114.147574
Sheung Wan,22.285255,114.150724
Sheung Wan,22.28304,114.149811
Sheung Wan,22.285714,114.149997
Sheung Wan,22.28469,114.141083
Sheung Wan,22.284073,114.150921
Sheung Wan,22.286562,114.151865
Sheung Wan,22.286456,114.151919
Sheung Wan,22.286463,114.153689
Sheung Wan,22.28791,114.151791
Sheung Wan,22.285072,114.14083
Central,22.282396,114.152301
Central,22.284416,114.153287
Central,22.28153,114.152665
Central,22.280089,114.150833
Central,22.2823,114.155091
Central,22.280702,114.155117
Central,22.281396,114.156244
Central,22.285606,114.154255
Central,22.283662,114.156801
Central,22.284144,114.15485
Central,22.283074,114.152641
Central,22.282791,114.153956
Central,22.283575,114.154884
Central,22.280623,114.155008
Central,22.280374,114.153798
Central,22.281731,114.151531
Central,22.281029,114.155688
Central,22.281988,114.157777
Central,22.284954,114.157731
Central,22.284937,114.157747
Central,22.284545,114.158445
Central,22.284644,114.158075
Central,22.286818,114.161076
Central,22.282784,114.157597
Central,22.282617,114.156554
Central,22.28107,114.159483
Central,22.285374,114.158496
Kowloon City,22.32876,114.189951
Kowloon City,22.327445,114.18753
Kowloon City,22.330799,114.192895
Kowloon City,22.330391,114.188224
Kowloon City,22.329093,114.187792
Kowloon City,22.329106,114.189417
Kowloon City,22.333917,114.192563
Kowloon City,22.330988,114.188216
Kowloon Tong,22.339563,114.180844
Kowloon Tong,22.336858,114.175887
Kowloon Tong,22.336401,114.176525
Kowloon Tong,22.337126,114.175571
Kowloon Tong,22.337121,114.175969
Kowloon Tong,22.337156,114.175946
Kowloon Tong,22.336788,114.176053
Kowloon Bay,22.322352,114.210583
Kowloon Bay,22.329018,114.209844
Kowloon Bay,22.334114,114.21483
Kowloon Bay,22.323814,114.216199
Kowloon Bay,22.321857,114.215938
Kowloon Bay,22.320244,114.215664
Kowloon Bay,22.326064,114.215328
Kowloon Bay,22.326421,114.205521
Kowloon Bay,22.32415,114.208426
Kowloon Bay,22.321097,114.209422
Kowloon Bay,22.319928,114.208818
Kowloon Bay,22.323899,114.204176
Kowloon Bay,22.324155,114.210426
Kowloon Bay,22.326371,114.217582
Kowloon Bay,22.323361,114.214082
Kowloon Bay,22.324254,114.213889
Jordan,22.308286,114.169846
Jordan,22.305031,114.170479
Jordan,22.305828,114.168877
Jordan,22.305824,114.172221
Jordan,22.306006,114.170588
Jordan,22.304144,114.170862
Jordan,22.304905,114.172266
Jordan,22.304069,114.172303
Jordan,22.307779,114.165904
Jordan,22.307298,114.166741
Jordan,22.303164,114.1725
Jordan,22.306925,114.171827
Jordan,22.305145,114.169342
Jordan,22.3079,114.171991
Jordan,22.306063,114.171961
Jordan,22.304085,114.169015
Jordan,22.303313,114.169899
Jordan,22.303165,114.174278
Jordan,22.308696,114.174685
Jordan,22.307737,114.167693
Homantin,22.316186,114.181892
Homantin,22.314552,114.177936
Homantin,22.316186,114.181892
Yuen Long,22.445188,114.030259
Yuen Long,22.4429,114.029613
Yuen Long,22.444377,114.026348
Yuen Long,22.486421,114.054016
Yuen Long,22.444202,114.031241
Yuen Long,22.441608,114.031036
Yuen Long,22.446331,114.021567
Yuen Long,22.445936,114.02616
Yuen Long,22.446245,114.029428
Yuen Long,22.444065,114.027755
Yuen Long,22.445829,114.024728
Yuen Long,22.443178,114.024067
Yuen Long,22.442603,114.028452
Yuen Long,22.442834,114.026013
Yuen Long,22.432512,113.997989
Yuen Long,22.442001,114.027754
Yuen Long,22.477546,114.045473
Yuen Long,22.444747,114.024665
Yuen Long,22.442079,114.025171
Yuen Long,22.440633,114.021398
Yuen Long,22.442071,114.033685
Yuen Long,22.442134,114.03254
Yuen Long,22.440404,114.076605
Yuen Long,22.446143,114.035012
Yuen Long,22.435079,114.06325
Yuen Long,22.433839,114.063921
Yuen Long,22.446945,114.023179
Yuen Long,22.443612,114.036625
Yuen Long,22.429902,114.023092
Yuen Long,22.444967,114.027012
Yuen Long,22.442436,114.053952
Yuen Long,22.420483,114.062501
Yuen Long,22.463049,114.053151
Yuen Long,22.447415,114.024718
Yuen Long,22.446076,114.033714
Yuen Long,22.445972,114.034508
Yuen Long,22.447608,114.024112
North Point,22.290563,114.201132
North Point,22.290928,114.196858
North Point,22.292201,114.195278
North Point,22.291764,114.198427
North Point,22.292121,114.199408
North Point,22.289854,114.195231
North Point,22.290469,114.198748
North Point,22.291639,114.203221
North Point,22.290911,114.194982
North Point,22.287487,114.192169
North Point,22.287526,114.191612
North Point,22.284882,114.191802
North Point,22.288146,114.193322
North Point,22.292343,114.201572
North Point,22.291432,114.200458
North Point,22.283358,114.191857
North Point,22.283582,114.153016
North Point,22.293747,114.199845
North Point,22.291062,114.199963
North Point,22.290759,114.202328
North Point,22.28571,114.196294
North Point,22.289489,114.193922
North Point,22.284742,114.199578
North Point,22.287528,114.193654
Mid-Level,22.270397,114.149923
Southern,22.237174,114.197146
Southern,22.2187,114.212649
To Kwa Wan,22.32032,114.188142
To Kwa Wan,22.317854,114.191132
To Kwa Wan,22.313433,114.189341
To Kwa Wan,22.317865,114.186278
To Kwa Wan,22.309127,114.183673
To Kwa Wan,22.316485,114.189401
To Kwa Wan,22.322022,114.188384
To Kwa Wan,22.313493,114.187783
To Kwa Wan,22.315284,114.187292
To Kwa Wan,22.319063,114.193362
To Kwa Wan,22.321908,114.189779
To Kwa Wan,22.32339,114.189243
To Kwa Wan,22.32243,114.187455
To Kwa Wan,22.325083,114.188115
Tai Wai,22.378,114.176062
Tai Wai,22.374651,114.176331
Tai Wai,22.374375,114.177381
Tai Wai,22.369476,114.178027
Tai Wai,22.367607,114.175625
Tai Wai,22.375734,114.177909
Tai Wai,22.378011,114.176166
Tai Wai,22.365088,114.175428
Tai Wai,22.377936,114.194003
Tai Wai,22.372728,114.178848
Tai Wai,22.373653,114.197203
Tai Wai,22.372718,114.178698
Tai Po,22.452738,114.166947
Tai Po,22.449538,114.163861
Tai Po,22.483976,114.141056
Tai Po,22.447682,114.167461
Tai Po,22.447641,114.166193
Tai Po,22.451341,114.162111
Tai Po,22.450548,114.160647
Tai Po,22.453216,114.167647
Tai Po,22.452262,114.170201
Tai Po,22.452603,114.171987
Tai Po,22.452648,114.168911
Tai Po,22.454118,114.174728
Tai Po,22.454108,114.174718
Tai Po,22.448275,114.174275
Tai Po,22.447592,114.168854
Tai Po,22.448462,114.167404
Tai Po,22.448273,114.166206
Tai Po,22.452742,114.163216
Tai Po,22.453442,114.164888
Tai Po,22.442249,114.167336
Tai Po,22.444514,114.16946
Tai Po,22.444418,114.170997
Tai Po,22.462444,114.152219
Tai Po,22.44829,114.174218
Tai Po,22.443431,114.169234
Tai Po,22.431138,114.206026
Tai Po,22.469032,114.194227
Tai Po,22.450749,114.161186
University,22.321702,114.177987
Lantau Island,22.310096,114.000903
Lantau Island,22.296795,114.017621
Lantau Island,22.264134,114.00186
Lantau Island,22.296641,113.921034
Lantau Island,22.308129,114.016301
Lantau Island,22.256099,113.902954
Lantau Island,22.26554,113.996977
Lantau Island,22.308105,114.016605
Lantau Island,22.315426,114.039918
Lantau Island,22.319723,114.037389
Tai Kok Tsui,22.319849,114.165625
Tai Kok Tsui,22.322102,114.16161
Tai Kok Tsui,22.321257,114.161167
Tai Kok Tsui,22.319765,114.162607
Tai Kok Tsui,22.320835,114.164534
Tai Kok Tsui,22.324539,114.160445
Tai Kok Tsui,22.320646,114.161724
Tin Shui Wai,22.452789,114.000417
Tin Shui Wai,22.45733,114.004644
Tin Shui Wai,22.451716,114.001506
Tin Shui Wai,22.45855,114.001731
Tin Shui Wai,22.468318,114.000076
Tin Shui Wai,22.468187,114.000353
Tin Shui Wai,22.457916,114.002851
Tin Shui Wai,22.457916,114.002851
Tin Shui Wai,22.45329,114.007383
Tin Shui Wai,22.462328,114.003367
Tin Shui Wai,22.450758,114.004356
Tin Shui Wai,22.468242,113.99884
Tin Shui Wai,22.456017,113.998373
Tin Shui Wai,22.461254,113.99648
Tin Shui Wai,22.461563,113.997788
Tin Shui Wai,22.448265,114.004845
Tin Shui Wai,22.448277,114.004633
Tin Shui Wai,22.457271,114.004751
Tin Shui Wai,22.465475,113.998969
Tin Shui Wai,22.461172,113.998038
Tai Koo Shing,22.285974,114.218416
Tai Koo Shing,22.285279,114.220157
Tai Koo Shing,22.284654,114.21633
Tai Koo Shing,22.286399,114.220274
Tai Koo Shing,22.283681,114.215401
Prince Edward,22.324847,114.167356
Prince Edward,22.324366,114.167655
Prince Edward,22.324071,114.168224
Prince Edward,22.324631,114.168248
Tseung Kwan O,22.303818,114.250233
Tseung Kwan O,22.31558,114.264379
Tseung Kwan O,22.316094,114.262367
Tseung Kwan O,22.305987,114.251182
Tseung Kwan O,22.310974,114.261177
Tseung Kwan O,22.317274,114.264773
Tseung Kwan O,22.306734,114.262383
Tseung Kwan O,22.320646,114.266524
Tseung Kwan O,22.325294,114.25619
Tseung Kwan O,22.306504,114.263081
Tseung Kwan O,22.32085,114.261568
Tseung Kwan O,22.323917,114.254519
Tseung Kwan O,22.322686,114.249138
Tseung Kwan O,22.322671,114.255324
Tseung Kwan O,22.313879,114.265714
Tseung Kwan O,22.310416,114.256385
Tseung Kwan O,22.322448,114.257813
Tseung Kwan O,22.307798,114.25913
Tseung Kwan O,22.314742,114.265747
Tseung Kwan O,22.31444,114.263394
Tseung Kwan O,22.323681,114.257452
Tseung Kwan O,22.32246,114.256965
Tseung Kwan O,22.304566,114.251152
Tseung Kwan O,22.320683,114.256649
Tseung Kwan O,22.319694,114.252593
Tseung Kwan O,22.30605,114.251123
Tseung Kwan O,22.31558,114.264421
Tseung Kwan O,22.322468,114.257877
Tseung Kwan O,22.307322,114.260001
Tseung Kwan O,22.307542,114.260554
Tseung Kwan O,22.295916,114.269528
Tseung Kwan O,22.295728,114.268852
Tseung Kwan O,22.303708,114.252148
Siu Sai Wan,22.266461,114.250015
Tsim Sha Tsui,22.302591,114.172018
Tsim Sha Tsui,22.295869,114.172871
Tsim Sha Tsui,22.297257,114.172639
Tsim Sha Tsui,22.298561,114.173967
Tsim Sha Tsui,22.298219,114.173312
Tsim Sha Tsui,22.300865,114.178202
Tsim Sha Tsui,22.297072,114.170676
Tsim Sha Tsui,22.302609,114.175472
Tsim Sha Tsui,22.2947,114.169015
Tsim Sha Tsui,22.297612,114.171393
Tsim Sha Tsui,22.298007,114.173865
Tsim Sha Tsui,22.297072,114.175194
Tsim Sha Tsui,22.300959,114.176194
Tsim Sha Tsui,22.296077,114.171408
Tsim Sha Tsui,22.297949,114.174195
Tsim Sha Tsui,22.300337,114.173011
Tsim Sha Tsui,22.301793,114.175515
Tsim Sha Tsui,22.296842,114.173336
Tsim Sha Tsui,22.29714,114.172244
Tsim Sha Tsui,22.300823,114.173522
Tsim Sha Tsui,22.293824,114.168605
Tsim Sha Tsui,22.300254,114.167433
Tsim Sha Tsui,22.297634,114.172202
Tsim Sha Tsui,22.297564,114.172143
Tsim Sha Tsui,22.297574,114.17218
Tsim Sha Tsui,22.303622,114.166875
Tsim Sha Tsui,22.304969,114.166338
Tsim Sha Tsui East,22.299704,114.177468
Tsim Sha Tsui East,22.29801,114.176815
Tsim Sha Tsui East,22.298418,114.178184
Tsim Sha Tsui East,22.300215,114.178212
Tsim Sha Tsui East,22.295006,114.175133
Tuen Mun,22.406396,113.962818
Tuen Mun,22.425964,113.999436
Tuen Mun,22.402451,113.977825
Tuen Mun,22.381275,113.977948
Tuen Mun,22.396536,113.976926
Tuen Mun,22.38472,113.976771
Tuen Mun,22.396262,113.974967
Tuen Mun,22.399979,113.972517
Tuen Mun,22.38756,113.975718
Tuen Mun,22.393948,113.976205
Tuen Mun,22.396631,113.966278
Tuen Mun,22.398932,113.966825
Tuen Mun,22.393209,113.977506
Tuen Mun,22.381151,113.964367
Tuen Mun,22.402352,113.979807
Tuen Mun,22.373852,113.969189
Tuen Mun,22.372567,113.966378
Tuen Mun,22.373568,113.962322
Tuen Mun,22.400526,113.971001
Tuen Mun,22.407691,113.968327
Tuen Mun,22.418775,113.985545
Tuen Mun,22.398663,113.975113
Tuen Mun,22.407505,113.976677
Tuen Mun,22.37146,113.992739
Tuen Mun,22.385692,113.980365
Tuen Mun,22.388158,113.978938
Tuen Mun,22.388998,113.978616
Tuen Mun,22.384097,113.96675
Tuen Mun,22.382513,113.966183
Tuen Mun,22.366195,114.058911
Tuen Mun,22.39488,113.973112
Tuen Mun,22.410984,113.978519
Tuen Mun,22.400547,113.97437
Tuen Mun,22.392157,113.975864
Tuen Mun,22.395395,113.973906
Tuen Mun,22.395991,113.969538
Tuen Mun,22.382541,113.977783
Tuen Mun,22.367231,114.012972
Tuen Mun,22.374663,113.963247
Tuen Mun,22.384158,113.974356
Tuen Mun,22.367742,114.060915
Tuen Mun,22.411896,113.978562
Tuen Mun,22.394469,113.973026
Choi Hung,22.333553,114.209224
Choi Hung,22.329623,114.205987
Choi Hung,22.342703,114.208272
Choi Hung,22.33461,114.206708
Choi Hung,22.335256,114.218292
Choi Hung,22.332804,114.214699
Choi Hung,22.340605,114.210513
Choi Hung,22.333995,114.209801
Choi Hung,22.33154,114.20292
Choi Hung,22.334833,114.209189
Tsz Wan Shan,22.344578,114.197701
Tsz Wan Shan,22.34821,114.200598
Tsz Wan Shan,22.347023,114.201759
Tsz Wan Shan,22.348217,114.200536
Tsz Wan Shan,22.343711,114.198311
San Po Kong,22.336,114.202473
San Po Kong,22.337099,114.197533
San Po Kong,22.335226,114.195684
San Po Kong,22.334487,114.19571
San Po Kong,22.334683,114.197509
San Po Kong,22.336325,114.194978
San Po Kong,22.337434,114.195129
San Po Kong,22.337167,114.198196
Mong Kok,22.318713,114.158643
Mong Kok,22.319741,114.170333
Mong Kok,22.321147,114.167948
Mong Kok,22.316304,114.168683
Mong Kok,22.317044,114.168574
Mong Kok,22.323024,114.167214
Mong Kok,22.319704,114.171091
Mong Kok,22.324083,114.167577
Mong Kok,22.318747,114.17171
Mong Kok,22.315977,114.172711
Mong Kok,22.322149,114.169688
Mong Kok,22.319909,114.169713
Mong Kok,22.320274,114.167128
Mong Kok,22.317914,114.168744
Mong Kok,22.314386,114.167832
Mong Kok,22.323655,114.169876
Mong Kok,22.318083,114.171832
Mong Kok,22.315587,114.164389
Mong Kok,22.315009,114.169373
Mong Kok,22.317487,114.168915
Mong Kok,22.31853,114.169063
Mong Kok,22.317764,114.174613
Mong Kok,22.318378,114.175096
Mong Kok,22.316973,114.171468
Mong Kok,22.31963,114.169958
Mong Kok,22.316902,114.172583
Mong Kok,22.321391,114.170301
Mong Kok,22.31836,114.170662
Mong Kok,22.319761,114.170448
Mong Kok,22.325594,114.17001
Mong Kok,22.315914,114.169338
Mong Kok,22.316713,114.161513
Mong Kok,22.318761,114.174918
Mong Kok,22.319222,114.169375
Mong Kok,22.324837,114.17178
Mong Kok,22.32283,114.172776
Mong Kok,22.322924,114.172583
Mong Kok,22.318091,114.160051
Mong Kok,22.321733,114.17262
Tung Chung,22.288868,113.939692
Tung Chung,22.281452,113.93496
Tung Chung,22.288871,113.943569
Tung Chung,22.289548,113.941602
Tung Chung,22.289506,113.941682
Tung Chung,22.289121,113.94129
Chai Wan,22.27696,114.239605
Chai Wan,22.262581,114.251914
Chai Wan,22.265095,114.248152
Chai Wan,22.264073,114.237033
Chai Wan,22.264105,114.239671
Chai Wan,22.263889,114.240239
Chai Wan,22.269452,114.236375
Chai Wan,22.26686,114.235195
Chai Wan,22.26569,114.240954
Chai Wan,22.26309,114.239032
Chai Wan,22.267568,114.23294
Chai Wan,22.262141,114.235411
Chai Wan,22.277636,114.238951
Chai Wan,22.260642,114.231076
Chai Wan,22.263321,114.235118
Chai Wan,22.262698,114.235899
Lok Fu,22.337567,114.187335
Lok Fu,22.340909,114.187252
Airport,22.298909,113.92874
Airport,22.316503,113.934362
Airport,22.314885,113.934329
Airport,22.307619,113.917215
Airport,22.314148,113.930812
Airport,22.31482,113.933807
Airport,22.297663,113.924586
Airport,22.294914,113.925959
Airport,22.321207,113.943833
Airport,22.303808,113.901851
Airport,22.318205,113.944034
Shatin,22.376354,114.19083
Shatin,22.375443,114.19405
Shatin,22.384114,114.197978
Shatin,22.383852,114.2146
Shatin,22.381637,114.215334
Shatin,22.381994,114.205241
Shatin,22.369856,114.186391
Shatin,22.37213,114.183159
Shatin,22.377398,114.193874
Shatin,22.379572,114.196473
Shatin,22.377688,114.194207
Shatin,22.381463,114.195569
Shatin,22.384747,114.190569
Shatin,22.399852,114.201808
Shatin,22.387639,114.195548
Shatin,22.3875,114.195478
Shatin,22.373169,114.18682
Shatin,22.373018,114.177179
Shatin,22.379956,114.199091
Shatin,22.365465,114.178371
Shatin,22.397364,114.193484
Shatin,22.386577,114.203637
Shatin,22.379394,114.186832
Shatin,22.382989,114.190639
Shatin,22.382545,114.190489
Shatin,22.376924,114.194647
Shatin,22.376793,114.194719
Shatin,22.382579,114.18745
Shatin,22.382559,114.187099
Shatin,22.374648,114.185978
Yau Tong,22.298031,114.23687
Yaumatei,22.307226,114.170252
Yaumatei,22.306734,114.169445
Yaumatei,22.307352,114.170828
Yaumatei,22.308409,114.170619
Yaumatei,22.311422,114.170763
Yaumatei,22.310897,114.168911
Yaumatei,22.31392,114.169987
Yaumatei,22.313894,114.171065
Yaumatei,22.312807,114.169168
Yaumatei,22.310828,114.171315
Yaumatei,22.312852,114.165254
Yaumatei,22.304364,114.161564
Yaumatei,22.305227,114.161028
Yaumatei,22.30519,114.162211
Sham Shui Po,22.329941,114.166369
Sham Shui Po,22.33097,114.161609
Sham Shui Po,22.334497,114.160703
Sham Shui Po,22.331314,114.164851
Sham Shui Po,22.33218,114.163201
Sham Shui Po,22.329942,114.16263
Sham Shui Po,22.3309,114.163466
Sham Shui Po,22.328004,114.160819
Sham Shui Po,22.329588,114.163289
Sham Shui Po,22.330817,114.165928
Sham Shui Po,22.332376,114.156141
Sham Shui Po,22.332751,114.162375
Sham Shui Po,22.330632,114.160286
Sham Shui Po,22.329886,114.161241
Sham Shui Po,22.326297,114.166392
Sham Shui Po,22.333267,114.166534
Sham Shui Po,22.331964,114.161985
Sham Shui Po,22.332502,114.16133
Sham Shui Po,22.328529,114.16551
Sham Shui Po,22.338717,114.156201
Sham Shui Po,22.336516,114.160792
Sham Shui Po,22.326651,114.168018
Sham Shui Po,22.331658,114.163318
Sham Shui Po,22.3268,114.15705
Sham Shui Po,22.326006,114.16349
Sham Shui Po,22.32831,114.16121
Sham Shui Po,22.329655,114.159472
Sham Shui Po,22.336072,114.159704
Sham Shui Po,22.331003,114.161832
Sham Shui Po,22.331018,114.15982
Sham Shui Po,22.327663,114.152938
Sham Shui Po,22.327668,114.152992
Sham Shui Po,22.327316,114.153083
Sham Shui Po,22.331062,114.161832
Wan Chai,22.279269,114.176401
Wan Chai,22.278251,114.179954
Wan Chai,22.277405,114.179939
Wan Chai,22.275318,114.172474
Wan Chai,22.279276,114.179815
Wan Chai,22.281093,114.175612
Wan Chai,22.276796,114.17667
Wan Chai,22.277629,114.178443
Wan Chai,22.276965,114.168713
Wan Chai,22.278701,114.171969
Wan Chai,22.274132,114.174181
Wan Chai,22.277452,114.176582
Wan Chai,22.277167,114.170462
Wan Chai,22.277256,114.174868
Wan Chai,22.276955,114.173609
Wan Chai,22.277541,114.172033
Wan Chai,22.278617,114.178189
Wan Chai,22.279094,114.179861
Wan Chai,22.278197,114.173218
Wan Chai,22.27801,114.170549
Wan Chai,22.277944,114.171059
Wan Chai,22.279717,114.173065
Wan Chai,22.280459,114.176802
Wan Chai,22.277186,114.177585
Wan Chai,22.281036,114.174868
Wan Chai,22.276071,114.170356
Wan Chai,22.278099,114.17622
Fo Tan,22.397388,114.196139
Fo Tan,22.394833,114.198026
Fo Tan,22.395818,114.198589
Ngau Tau Kok,22.316778,114.21662
Ngau Tau Kok,22.329559,114.213363
Ngau Tau Kok,22.321644,114.220026
Ngau Tau Kok,22.31612,114.219128
Ngau Tau Kok,22.315329,114.220495
Ngau Tau Kok,22.320805,114.21972
Ngau Tau Kok,22.327425,114.21678
Ngau Tau Kok,22.3156,114.219033
Shek Kip Mei,22.334887,114.165381
Shek Kip Mei,22.333965,114.167344
Shek Kip Mei,22.332355,114.16544
Shek Kip Mei,22.340277,114.164418
Shek Kip Mei,22.331722,114.168795
Shek Kip Mei,22.331762,114.168817
Sau Mau Ping,22.319465,114.232047
Sau Mau Ping,22.320761,114.229338
Sau Mau Ping,22.322187,114.230792
Sau Mau Ping,22.331201,114.226286
Sau Mau Ping,22.32672,114.225985
Shau Kei Wan,22.278527,114.228719
Shau Kei Wan,22.281055,114.228716
Shau Kei Wan,22.281762,114.221396
Shau Kei Wan,22.279425,114.229878
Shau Kei Wan,22.278457,114.226632
Shau Kei Wan,22.277372,114.224135
Shau Kei Wan,22.280592,114.223464
Shau Kei Wan,22.277724,114.229739
Shau Kei Wan,22.279129,114.228973
Shau Kei Wan,22.278679,114.229901
Shau Kei Wan,22.280719,114.220011
Fanling,22.487544,114.14274
Fanling,22.487908,114.14195
Fanling,22.487184,114.143212
Fanling,22.500555,114.14375
Fanling,22.498368,114.142008
Fanling,22.499558,114.141356
Fanling,22.485072,114.141145
Fanling,22.492318,114.145375
Fanling,22.496506,114.138726
Fanling,22.499232,114.142327
Fanling,22.492099,114.138744
Fanling,22.492389,114.139498
Fanling,22.500876,114.1441
Fanling,22.501037,114.146127
Fanling,22.482615,114.13864
Fanling,22.49249,114.138433
Hung Hom,22.31503,114.189591
Hung Hom,22.312092,114.189289
Hung Hom,22.307475,114.186224
Hung Hom,22.305403,114.190382
Hung Hom,22.307668,114.18874
Hung Hom,22.312183,114.187352
Hung Hom,22.307789,114.184784
Hung Hom,22.309351,114.188622
Hung Hom,22.309233,114.191398
Hung Hom,22.305822,114.186031
Hung Hom,22.307058,114.18612
Hung Hom,22.306216,114.187707
Hung Hom,22.303907,114.180889
Hung Hom,22.303835,114.188886
Hung Hom,22.306174,114.18517
Hung Hom,22.304269,114.179255
Hung Hom,22.303128,114.18344
