LOCALITY,District,Northing_m,Easting_m
"ROUTE TWISK, SHEK KONG",,831971,829218
"KAM TIN ROAD, SHEK KONG",,832468,828701
"LAM KAM ROAD, KAM TIN",,832472,829315
TAI PO ROAD - TAI PO KAU,,833569,836767
TAI PO,,833499,837152
TAI PO,,834032,836329
TAI O PIER,,812712,802896
"SHEK TSAI PO STREET, TAI O",,813007,803430
"SHEK TSAI PO STREET, TAI O",,812932,803704
"CHUI KWAN DRIVE, TUNG CHUNG",,816045,811826
TUNG CHUNG,,816215,811994
TUNG CHUNG,,816615,811476
CHEUNG TUNG ROAD,,818912,816960
SHAM SHUI KOK DRIVE,,819795,817944
CHEUNG TUNG ROAD,,820073,818109
MA SIM PAI ROAD,,826348,830435
ROUTE TWISK,,826811,829668
ROUTE TWISK,,828077,828814
A KUNG KOK SHAN ROAD,,828665,839878
A KUNG KOK STREET,,829137,840180
MUI TSZ LAM ROAD,,829384,840953
TAI MONG TSAI ROAD,,828240,850219
PAK TAM ROAD,,829959,851539
SAI KUNG MAN YEE ROAD,,828187,852152
"WANG PUI ROAD, SHEK PIK",,809962,806781
SHEK PIK,,809321,807269
"SOUTH LANTAU ROAD, SHEK PIK",,809697,807818
CHI MA WAN,,811142,816867
CHI MA WAN,,811172,817511
CHI MA WAN,,811186,817960
CHI MA WAN,,811069,818088
VICTORIA ROAD,,815679,830241
VICTORIA ROAD,,814907,830423
VICTORIA ROAD,,814880,830890
MANSION STREET,,816780,839531
KING'S ROAD,,816695,839576
HOI YU STREET,,816893,840011
TAI AU MUN ROAD,,815912,847633
TAI AU MUN ROAD,,815481,847891
TAI MIU AU,,814645,847843
ISLAND ROAD,,811007,837568
ISLAND ROAD,,811468,837352
ISLAND ROAD,,811573,837448
ARGYLE STREET,,820195,836187
ST. JOHN'S LANE,,820521,836464
LA SALLE ROAD,,820761,836791
ISLAND EASTERN CORRIDOR,,815789,842297
SHAU KEI WAN,,815959,841802
OI YIN STREET,,815992,841564
TAI ON STREET,,815910,840933
TAI CHEONG STREET,,816097,840758
SAI WAN HO STREET,,815712,841039
NGOI MAN STREET,,815331,841516
CHAI WAN ROAD,,815197,841767
CHAI WAN ROAD,,814839,842006
HONG MAN STREET,,814039,842169
CAPE COLLINSON ROAD,,813708,842946
CAPE COLLINSON ROAD,,813708,843345
CAPE COLLINSON ROAD,,813412,843462
CAPE COLLINSON ROAD,,813121,843959
SIU SAI WAN,,813623,844209
SIU SAI WAN,,813906,844141
SIU SAI WAN,,813871,843719
CHAI WAN,,814279,843119
SHUN TAI ROAD,,814610,842800
HENG FA CHUEN,,815275,842575
ISLAND EASTERN CORRIDOR,,815534,842408
TAIKOO SHING ROAD,,816359,840572
TAIKOO SHING ROAD,,816311,840047
HOI TAI STREET,,816564,840039
KING'S ROAD,,816230,839838
HOI YU STREET,,817037,839675
"MODEL LANE, QUARRY BAY",,816834,839470
KING'S ROAD,,817001,838983
KING'S ROAD,,816906,838532
KING'S ROAD,,816679,838010
KING'S ROAD,,816464,837934
ELECTRIC ROAD,,816444,837764
CAUSEWAY ROAD,,815830,837726
SHELTER STREET,,815631,837435
CAROLINE HILL ROAD,,815389,837256
LEIGHTON LANE,,815388,836977
WONG NAI CHUNG ROAD,,814929,837010
YIK YAM STREET,,814513,837120
BLUE POOL ROAD,,814062,837500
WONG NAI CHUNG GAP ROAD,,813837,837141
WONG NAI CHUNG GAP ROAD,,813807,837210
WONG NAI CHUNG GAP ROAD,,813725,837342
WONG NAI CHUNG GAP ROAD,,813564,837711
DEEP WATER BAY ROAD,,813165,837686
TAI TAM RESERVOIR ROAD,,813140,838092
TAI TAM RESERVOIR ROAD,,813300,838554
TAI TAM RESERVOIR ROAD,,813323,839204
TAI TAM RESERVOIR ROAD,,813206,839291
TAI TAM RESERVOIR ROAD,,813182,839521
TAI TAM RESERVOIR ROAD,,813049,839903
TAI TAM RESERVOIR ROAD,,813068,839888
MOUNT PARKER ROAD,,813305,839921
MOUNT PARKER ROAD,,813595,840038
MOUNT PARKER ROAD,,814078,840171
MOUNT PARKER ROAD,,814173,839967
MOUNT PARKER ROAD,,814704,839703
MOUNT PARKER ROAD,,815052,839662
MOUNT PARKER ROAD,,815214,839552
MOUNT PARKER ROAD,,815522,839646
MOUNT PARKER ROAD,,815863,839896
TAI TAM RESERVOIR ROAD,,812964,840015
REPULSE BAY ROAD,,812555,837816
REPULSE BAY ROAD,,812074,837822
REPULSE BAY ROAD,,811544,837650
REPULSE BAY ROAD,,811293,837534
REPULSE BAY ROAD,,810937,837622
BELLEVIEW DRIVE,,810967,837843
REPULSE BAY,,811062,838235
REPULSE BAY ROAD,,811076,838477
SOUTH BAY ROAD,,810516,838569
MIDDLE BAY,,810200,838552
STANLEY GAP ROAD,,809643,839002
CHUNG HOM KOK ROAD,,809136,838974
CAPE ROAD,,808998,839377
STANLEY MAIN STREET,,808905,839732
TAI TAM ROAD,,809678,840284
TAI TAM ROAD,,810165,840515
TAI TAM ROAD,,810253,840867
TAI TAM ROAD,,810651,841008
TAI TAM ROAD,,810904,840918
TAI TAM ROAD,,811267,840847
TAI TAM RESERVOIR ROAD,,811379,840526
TAI TAM RESERVOIR ROAD,,811694,840380
TAI TAM RESERVOIR ROAD,,812298,840018
TAI TAM RESERVOIR ROAD,,812576,840069
VICTORIA PARK,,816083,837254
PERCIVAL STREET,,815811,836770
HENNESSY ROAD,,815633,836727
GLOUCESTER ROAD,,815604,836091
ARSENAL STREET,,815594,835442
QUEENSWAY,,815610,834769
ICE HOUSE STREET,,815691,834311
QUEEN'S ROAD CENTRAL,,816105,834000
WYNDHAM STREET,,815803,833986
ALBANY ROAD,,815570,834103
ROBINSON ROAD,,815284,834006
MAGAZINE GAP ROAD,,815081,834234
MAGAZINE GAP ROAD,,814940,834326
MAGAZINE GAP ROAD,,814934,834581
MAGAZINE GAP ROAD,,814774,834813
MAGAZINE GAP ROAD,,814594,834918
COOMBE ROAD,,814221,835336
STUBBS ROAD,,814403,835916
STUBBS ROAD,,814408,836264
STUBBS ROAD,,814123,836960
BARKER ROAD,,814674,834574
BARKER ROAD,,814717,834253
OLD PEAK ROAD,,814716,833636
PLANTATION ROAD,,814476,834199
PEAK ROAD,,814222,833700
PEEL RISE,,813768,833563
PEEL RISE,,813595,833742
PEEL RISE,,813583,833750
PEEL RISE,,813486,833824
PEEL RISE,,813402,833898
PEEL RISE,,813400,833894
PEEL RISE,,813379,834031
PEEL RISE,,813316,834028
PEEL RISE,,813161,833968
PEEL RISE,,813099,833932
PEEL RISE,,812875,833828
PEEL RISE,,812746,833895
PEEL RISE,,812457,833688
PEEL RISE,,812433,833848
"YUE FAI ROAD, ABERDEEN",,812264,834153
"OLD MAIN STREET, ABERDEEN",,812084,834140
ABERDEEN MAIN ROAD,,812204,834522
YIP KAN STREET,,812241,834887
TONG BIN LANE,,812344,835302
WONG CHUK HANG ROAD,,812414,835857
ABERDEEN,,812545,836364
"NAM FUNG ROAD, ABERDEEN",,812610,836116
NAM FUNG ROAD,,812816,836396
NAM FUNG ROAD,,812842,836930
DEEP WATER BAY ROAD,,813178,837593
WONG CHUK HANG ROAD,,812218,836205
ISLAND ROAD,,811889,836840
ISLAND ROAD,,811479,837364
ISLAND ROAD,,811161,837439
BONHAM STRAND,,816256,833786
BONHAM STRAND,,816404,833459
CONNAUGHT ROAD WEST,,816605,833216
CONNAUGHT ROAD WEST,,816622,832877
WESTERN STREET,,816417,832540
THIRD STREET,,,
"		816327 	832274 ",,,
BONHAM ROAD,,816208,832299
BONHAM ROAD,,816129,832481
BONHAM ROAD,,816180,832677
ROBINSON  ROAD,,816025,833025
CONDUIT ROAD,,815796,832484
CONDUIT ROAD,,815928,833071
CONDUIT ROAD,,815615,833511
HORNSEY ROAD,,815363,833693
MAY ROAD,,814985,833814
CONNAUGHT ROAD WEST,,816577,832204
BELCHER'S STREET,,816220,831655
SMITHFIELD,,816105,831232
VICTORIA ROAD,,815274,830145
SHA WAN DRIVE,,814380,830896
CYBERPORT ROAD,,813916,831081
INFORMATION CRESCENT,,813602,831570
CYBERPORT ROAD,,813184,831769
WATERFALL BAY,,812687,831793
WATERFALL BAY,,812607,831668
WATERFALL BAY,,812649,831665
WATERFALL BAY,,812653,831674
VICTORIA ROAD,,813022,831929
POK FU LAM ROAD,,812798,832365
SHEK PAI WAN ROAD,,812360,832640
SHEK PAI WAN ROAD,,812278,832872
ABERDEEN PRAYA ROAD,,812257,833096
SHEK PAI WAN ROAD,,812234,833479
TAI TAM RD,,811327,840869
LAMMA ISLAND,,811148,830501
LAMMA ISLAND,,811156,830418
LAMMA ISLAND,,811130,830362
LAMMA ISLAND,,810980,830079
LAMMA ISLAND,,810573,829870
LAMMA ISLAND,,810243,830071
LAMMA ISLAND,,810004,829924
LAMMA ISLAND,,809764,829704
LAMMA ISLAND,,809800,829439
LAMMA ISLAND,,809575,829490
LAMMA ISLAND,,809157,830072
LAMMA ISLAND,,808821,830421
LAMMA ISLAND,,808544,830564
LAMMA ISLAND,,808268,830587
LAMMA ISLAND,,808159,830791
LAMMA ISLAND,,807869,830827
LAMMA ISLAND,,807408,830965
LAMMA ISLAND,,807177,831340
LAMMA ISLAND,,807106,831497
LAMMA ISLAND,,807424,831609
MA WAN,,823625,824087
MA WAN,,823236,823854
CHEUNG CHAU,,808755,821117
CHEUNG CHAU,,809028,820962
CHEUNG CHAU,,808909,820955
CHEUNG CHAU,,809022,820692
CHEUNG CHAU,,808582,820713
CHEUNG CHAU,,807693,820989
CHEUNG CHAU,,807304,820799
CHEUNG CHAU SAI TAI ROAD,,807120,820289
CHEUNG CHAU,,807119,820367
CHEUNG CHAU SAI TAI ROAD,,806950,820080
CHEUNG CHAU PEAK ROAD WEST,,806697,820324
CHEUNG CHAU,,806888,820684
CHEUNG CHAU,,807099,820854
CHEUNG CHAU PEAK ROAD,,807390,821416
CHEUNG CHAU,,807705,821374
CHEUNG CHAU,,808259,820869
CHEUNG CHAU,,808390,820771
NORTH LANTAU,,822759,823374
NORTH LANTAU,,822746,823402
NORTH LANTAU,,822616,823392
NORTH LANTAU,,822607,823535
NORTH LANTAU,,822484,823362
NORTH LANTAU,,822393,822872
NORTH LANTAU,,822214,822540
NORTH LANTAU,,822091,822163
NORTH LANTAU,,822275,822225
NORTH LANTAU,,821899,821513
NORTH LANTAU,,821934,821250
SUNNY BAY ROAD,,821368,821362
CHEUNG TUNG ROAD,,821380,821175
CHEUNG TUNG ROAD,,821120,820893
CHEUNG TUNG ROAD,,820821,820569
CHEUNG TUNG ROAD,,820628,819974
CHEUNG TUNG ROAD,,820525,819045
CHEUNG TUNG ROAD,,820248,818459
SHAM SHUI KOK DRIVE,,819802,817943
CHEUNG TUNG ROAD,,818848,816956
CHEUNG TUNG ROAD,,818605,816423
CHEUNG TUNG ROAD,,818152,815950
CHEUNG TUNG ROAD,,817966,815418
CHEUNG TUNG ROAD,,817729,814724
CHEUNG TUNG ROAD,,817661,814723
PAK MONG,,817236,815364
"TAI HO, LANTAU",,817006,815736
"TAI HO WAN, LANTAU",,817503,815978
CHEUNG TUNG ROAD,,817621,814241
CHEUNG TUNG ROAD,,817530,814005
CHEUNG TUNG ROAD,,817477,813758
CHEUNG TUNG ROAD,,817267,813416
CHEUNG TUNG ROAD,,817023,813179
CHEUNG TUNG ROAD,,816747,812830
TUNG CHUNG ROAD NORTH,,816105,811646
YAT TUNG ESTATE,,815627,811267
TUNG CHUNG ROAD,,815544,811403
TUNG CHUNG ROAD,,815110,811286
TUNG CHUNG ROAD,,814483,811300
TUNG CHUNG ROAD,,813847,811640
TUNG CHUNG ROAD,,813343,811776
TUNG CHUNG ROAD,,812723,811948
TUNG CHUNG ROAD,,812187,812258
TUNG CHUNG ROAD,,812228,812175
TUNG CHUNG ROAD,,811884,812497
TUNG CHUNG ROAD,,811332,813025
TUNG CHUNG ROAD,,811256,813653
SOUTH LANTAU ROAD,,811006,814318
SAN SHEK WAN,,811163,814607
SOUTH LANTAU ROAD,,811307,814855
"SAN SHEK WAN, LANTAU",,811395,814847
SOUTH LANTAU ROAD,,811514,815120
SOUTH LANTAU ROAD,,811623,815613
HAM TIN TSUEN,,811456,816040
"HAM TIN, LANTAU",,810896,816168
CHI MA WAN,,811108,817861
TUNG CHUNG,,815813,810551
TUNG CHUNG,,816408,810171
"SAN TAU, LANTAU",,816677,809873
"TIN SAM, LANTAU",,816963,809682
HAU HOK WAN,,817085,809367
HAU HOK WAN,,816966,809124
HAU HOK WAN,,816806,808615
"SHA LO WAN, LANTAU",,816584,808003
"SHA LO WAN, LANTAU",,816090,807735
"SAN SHEK WAN, LANTAU",,815882,807404
"SAN SHEK WAN, LANTAU",,815804,807184
SHAM WAT,,815488,806848
"SHAM SHEK TSUEN, LANTAU",,815147,806677
"TIT TAK SHUE, LANTAU",,814458,805723
"TIT TAK SHUE, LANTAU",,814397,805465
"SAN CHAU, LANTAU",,814399,805214
"SAN CHAU, LANTAU",,814419,804887
"SAN CHAU, LANTAU",,814217,804699
"PO CHUE TAM, LANTAU",,813948,804523
"PO CHUE TAM, LANTAU",,813731,804352
"PO CHUE TAM, LANTAU",,813361,804075
SUN KEI STREET,,813048,804122
TAI O FIRE STATION,,812648,804265
TAI O ROAD,,812296,804706
TAI O ROAD,,811967,804976
TAI O ROAD,,811669,805438
KEUNG SHAN ROAD,,811464,805893
KEUNG SHAN ROAD,,811684,806062
KEUNG SHAN ROAD,,811956,806271
KEUNG SHAN ROAD,,811990,806614
SHAM WAT ROAD,,811926,806988
KEUNG SHAN ROAD,,811246,807120
KEUNG SHAN ROAD,,810735,806962
SHEK PIK,,809981,806768
SHEK PIK RESERVOIR ROAD,,809400,807517
"SOUTH LANTAU ROAD, SHEK PIK",,809744,807731
SOUTH LANTAU ROAD,,809681,808292
SOUTH LANTAU ROAD,,809304,808766
SHUI HAU,,809258,809371
SOUTH LANTAU ROAD,,809365,809772
SOUTH LANTAU ROAD,,809679,809984
SOUTH LANTAU ROAD,,809824,810316
SOUTH LANTAU ROAD,,809731,810742
MA PO PING ROAD,,809746,810762
SOUTH LANTAU ROAD,,810038,811432
SOUTH LANTAU ROAD,,810261,811955
SOUTH LANTAU ROAD,,810373,812188
SOUTH LANTAU ROAD,,810578,812578
SOUTH LANTAU ROAD,,810739,812818
SOUTH LANTAU ROAD,,810777,812863
CHEUNG SHA,,810916,813430
CHEUNG SHA,,810870,813452
SOUTH LANTAU ROAD,,810583,813905
TAI O ROAD,,812698,803774
TAI O,,813020,803426
CHUNG HOM KOK ROAD,,808590,839186
NEAR CHUNG HOM KOK ROAD,,808302,839097
CHUNG HOM KOK,,808468,839037
BOWEN ROAD,,814146,836997
BOWEN ROAD,,814270,836480
BOWEN ROAD,,814576,836350
BOWEN ROAD,,814683,835868
BOWEN ROAD,,814562,835757
WAN CHAI GAP ROAD,,814816,835820
KENNEDY ROAD,,814955,835764
KENNEDY ROAD,,815108,835449
KENNEDY ROAD,,815162,835262
KENNEDY ROAD,,815188,834962
KENNEDY ROAD,,815214,834620
KENNEDY ROAD,,815266,834417
MAGAZINE GAP ROAD,,814892,834626
MAGAZINE GAP ROAD,,814495,835114
PEAK ROAD,,814647,835271
PEAK ROAD,,814587,835495
WAN CHAI GAP ROAD,,814437,835729
ABERDEEN RESERVOIR ROAD,,814181,835327
ABERDEEN RESERVOIR ROAD,,813880,835134
ABERDEEN RESERVOIR ROAD,,813335,834882
ABERDEEN RESERVOIR ROAD,,812883,834474
BOWEN ROAD,,814956,835616
BOWEN ROAD,,814995,835018
BORRETT ROAD,,815147,834871
BOWEN ROAD,,815050,834635
PEAK ROAD,,814185,834431
PEAK ROAD,,814137,834208
PEAK ROAD,,813807,834005
PEAK ROAD,,813959,833995
SEVERN ROAD,,814321,834340
PLUNKETT'S ROAD,,814348,833672
PLUNKETT'S ROAD,,814346,833644
PEEL RISE,,814000,833699
MOUNT KELLETT ROAD,,813885,833451
MOUNT KELLETT ROAD,,813466,833420
POK FU LAM RESERVOIR ROAD,,814290,833470
POK FU LAM RESERVOIR ROAD,,814260,833003
POK FU LAM RESERVOIR ROAD,,814192,832434
POK FU LAM RESERVOIR ROAD,,814038,832092
POK FU LAM RESERVOIR ROAD,,813981,832073
POK FU LAM RESERVOIR ROAD,,813822,832002
POK FU LAM ROAD,,816135,831952
POK FU LAM ROAD,,816138,831824
POK FU LAM ROAD,,815761,831608
POK FU LAM ROAD,,815515,831617
POK FU LAM ROAD,,815323,831462
POK FU LAM ROAD,,814857,831514
POK FU LAM ROAD,,814439,831546
POK FU LAM ROAD,,814018,831788
CHI FU ROAD,,813440,832133
POK FU LAM ROAD,,813150,832183
POK FU LAM ROAD,,813034,832205
MOUNT DAVIS ROAD,,815049,831023
MOUNT DAVIS ROAD,,814908,830713
SANDY BAY ROAD,,814753,830689
VICTORIA ROAD,,814719,831138
VICTORIA ROAD,,814458,831067
VICTORIA ROAD,,814148,831289
VICTORIA ROAD,,814084,831553
VICTORIA ROAD,,813778,831698
VICTORIA ROAD,,813455,831811
JAVA ROAD,,817034,839446
KAM PING STREET,,816755,838651
KAM PING STREET,,816702,838724
NORTH VIEW STREET,,816714,838342
KING'S ROAD,,816166,837919
STANLEY NEW STREET,,808969,839961
WONG MA KOK ROAD,,808698,840070
WONG MA KOK ROAD,,808132,840407
WONG MA KOK ROAD,,807726,840051
WONG MA KOK ROAD,,807386,840153
CHEK CHUE BARRACKS,,807279,840180
CHEK CHUE BARRACKS,,806828,840143
CHEK CHUE BARRACKS,,806969,840415
CHEK CHUE BARRACKS,,806879,840623
"KING'S ROAD, QUARRY BAY",,816617,839634
HONG YUE STREET,,815836,840077
HONG YUE STREET,,815978,840396
"KORNHILL, QUARRY BAY",,815626,840113
HOSPITAL ROAD,,816165,833101
CAINE ROAD,,816016,833388
CONNAUGHT ROAD CENTRAL,,816487,833808
MAN CHIU STREET,,816469,834067
MAN CHEUNG STREET,,816297,834164
CONNAUGHT ROAD CENTRAL,,816027,834370
CONNAUGHT ROAD CENTRAL,,815884,834715
HENNESSY ROAD,,815596,836718
MORRISON HILL ROAD,,815133,836527
WONG NAI CHUNG ROAD,,814776,836615
CAROLINE HILL ROAD,,815148,837261
EASTERN HOSPITAL ROAD,,815181,837641
TIN HAU TEMPLE ROAD,,816208,837977
TIN HAU TEMPLE ROAD,,816578,838712
PAK FUK ROAD,,816651,839158
BRAEMAR HILL ROAD,,816420,838721
CLOUD VIEW ROAD,,816422,838314
YEE KING ROAD,,815964,838119
LAI TAK TSUEN ROAD,,815685,837988
TAI HANG ROAD,,815329,838019
TAI HANG ROAD,,815456,837696
TAI HANG ROAD,,815267,837874
TAI HANG ROAD,,814868,837822
TAI HANG ROAD,,814604,837727
MOUNT BUTLER ROAD,,814405,838141
MOUNT BUTLER ROAD,,814111,837696
BROADWOOD ROAD,,814967,837165
SIU SAI WAN ROAD,,814141,843764
CAPE COLLINSON ROAD,,813496,842678
FEI TSUI ROAD,,813620,841950
WAN TSUI ROAD,,813700,842386
CHAI WAN ROAD,,813874,842562
ISLAND EASTERN CORRIDOR,,814332,842516
CHAI WAN ROAD,,814348,842123
TAI TAM ROAD,,814166,841941
A KUNG NGAM ROAD,,815561,841899
NAM ON STREET,,815620,841388
WOOD ROAD,,815275,836291
STUBBS ROAD,,814937,836325
STUBBS ROAD,,814653,836404
STUBBS ROAD,,814455,836629
TAI HANG ROAD,,813819,837238
TAI HANG ROAD,,813850,837733
KENNEDY ROAD,,815008,836074
JUSTICE DRIVE,,815411,835248
HARLECH ROAD,,814764,833183
HARLECH ROAD,,814883,832425
HATTON ROAD,,815056,832274
HATTON ROAD,,815160,832290
HATTON ROAD,,815360,832152
HATTON ROAD,,815465,832129
HATTON ROAD,,815653,832330
LUGARD ROAD,,814887,833391
LUGARD ROAD,,815287,833284
LUGARD ROAD,,815246,832659
"TIM WA AVENUE, CENTRAL",,815930,835026
LAMMA ISLAND,,809486,829861
LAMMA ISLAND,,808922,830400
MA WAN,,823834,824237
MA WAN,,823411,824168
CHEK LAP KOK SOUTH ROAD,,816837,811524
CHEK LAP KOK SOUTH ROAD,,816934,811238
"KWO LO WAN ROAD, CHEK LAP KOK",,817476,811356
"KWO LO WAN ROAD, CHEK LAP KOK",,817281,811617
"KWO LO WAN ROAD, CHEK LAP KOK",,818268,811593
"AIRPORT ROAD, CHEK LAP KOK",,819232,811761
"EAST COAST ROAD, CHEK LAP KOK",,819440,812058
"SKY CITY ROAD, CHEK LAP KOK",,819932,811822
AIRPORT EXPO BOULEVARD,,820109,812263
TAI O CLINIC,,813017,803426
"YU TUNG ROAD, TUNG CHUNG",,816502,812344
SHEK PIK,,809681,807311
SHEK PIK,,809632,807050
SIU HO WAN,,818905,817590
SIU HO WAN,,818947,817892
DISCOVERY BAY TUNNEL,,819016,818274
DISCOVERY BAY,,818832,819077
DISCOVERY BAY,,818658,818995
DISCOVERY BAY,,818194,819124
DISCOVERY BAY,,817858,819297
DISCOVERY BAY,,817413,819495
DISCOVERY BAY,,817294,819734
SHAM WAT ROAD,,812297,806960
NGONG PING ROAD,,812266,807035
NGONG PING ROAD,,812203,807403
NGONG PING ROAD,,812610,807685
NGONG PING ROAD,,812739,807763
NGONG PING ROAD,,812961,808166
NGONG PING,,812878,808572
NGONG PING FUN WALK,,812918,808933
NGONG PING FUN WALK,,812969,809185
SHAM WAT ROAD,,812528,806813
SHAM WAT ROAD,,812960,806866
SHAM WAT,,813514,806505
SHAM WAT ROAD,,814142,806452
SHAM WAT ROAD,,814456,806453
SHAM WAT,,814817,806534
NGONG PING,,812982,808916
TUNG CHUNG ROAD (OLD),,811818,812394
TUNG CHUNG ROAD (OLD),,811772,812421
TUNG CHUNG ROAD (OLD),,811149,812446
LANTAU SOUTH COUNTRY PARK,,810924,812231
LANTAU SOUTH COUNTRY PARK,,811211,812588
TUNG CHUNG ROAD (OLD),,810873,812343
NORTH LANTAU,,822149,821931
TSING KING ROAD,,824664,828824
TSING TSUEN ROAD,,824484,829016
TSING KING ROAD,,824324,828918
FUNG SHUE WO ROAD,,823704,828935
CHEUNG CHING ESTATE,,823001,829374
TSING YI ROAD,,822521,829380
TSING YI ROAD,,821758,829171
TSING YI ROAD,,821292,828974
TSING YI ROAD,,821370,828510
TSING YI,,821302,827823
TSING YI ROAD,,821592,827503
TSING YI ROAD,,822161,827838
TSING YI,,822606,828004
TSING YI,,822970,828012
TSING YI ROAD WEST,,823338,828058
TSING YI ROAD WEST,,823787,828232
FUNG SHUE WO ROAD,,824392,828562
TAM KON SHAN ROAD,,824785,828531
HOI ON ROAD,,825804,828649
TAI CHUNG ROAD,,826193,829589
CASTLE PEAK ROAD - TSUEN WAN,,825856,830259
SHING MUN ROAD,,825830,830700
CASTLE PEAK ROAD - TSUEN WAN,,825716,830756
SHING MUN ROAD,,826114,830996
SHING MUN ROAD,,826360,831443
WO YI HOP ROAD,,826777,831929
WO YI HOP ROAD,,826490,832164
WO YI HOP ROAD,,826010,832110
TAI PAK TIN STREET,,825642,832528
SHEK LEI ESTATE,,825222,832563
SHEK PAI STREET,,824966,832331
CASTLE PEAK ROAD - KWAI CHUNG,,824630,832063
CASTLE PEAK ROAD - KWAI CHUNG,,824116,831836
CASTLE PEAK ROAD - KWAI CHUNG,,823566,831763
CASTLE PEAK ROAD - KWAI CHUNG,,823123,832134
CASTLE PEAK ROAD - KWAI CHUNG,,822742,832398
LAI KING HILL ROAD,,822677,832278
LAI KING HILL ROAD,,822490,832064
LAI KING HILL ROAD,,822299,831844
LAI KING HILL ROAD,,822687,831630
LAI KING HILL ROAD,,822947,831099
LAI KING HILL ROAD,,823377,831113
KWAI FUK ROAD,,823965,831224
KWAI HONG STREET,,823692,830797
KWAI TSING ROAD,,823755,830524
WING SHUN STREET,,824419,829856
MA RAU KOK ROAD,,825253,829885
TAI HO ROAD,,825517,829443
HOI KOK STREET,,825847,829082
CALDECOTT ROAD,,822858,833550
"TAI PO ROAD, PIPER'S HILL",,823318,833788
"SAI SHA ROAD, SHA TIN",,832358,844461
NAI CHUNG,,832278,844736
SAI SHA ROAD,,832006,844983
SAI SHA ROAD,,831436,845437
SAI SHA ROAD,,831073,845444
KEI LING HA SAN WAI,,830644,845510
KEI LING HA LO WAI,,830386,846063
KEI LING HA LO WAI,,830116,846084
SAI SHA ROAD,,829985,846230
SAI SHA ROAD,,829629,846445
"SHUI LONG WO, SAI KUNG",,829586,846680
SAI SHA ROAD,,829461,846905
"O TAU, SAI KUNG",,829330,847115
SAI SHA ROAD,,828700,847310
TAI MONG TSAI ROAD,,828451,847148
TAI MONG TSAI ROAD,,828378,846904
TAI MONG TSAI ROAD,,828356,846640
TAI MONG TSAI ROAD,,828170,846579
TAI MONG TSAI ROAD,,827815,846442
TAI MONG TSAI ROAD,,827569,846054
HIRAM'S HIGHWAY,,826892,845903
HIRAM'S HIGHWAY,,826698,845465
HIRAM'S HIGHWAY,,826265,845076
HIRAM'S HIGHWAY,,825897,844849
MANG KUNG WO ROAD,,825405,844807
HIRAM'S HIGHWAY,,824968,844724
HIRAM'S HIGHWAY,,824605,844203
HIRAM'S HIGHWAY,,823962,843870
HIRAM'S HIGHWAY,,823625,843972
HIRAM'S HIGHWAY,,823354,844228
HIRAM'S HIGHWAY,,823048,844377
CLEAR WATER BAY ROAD,,822715,844279
CLEAR WATER BAY ROAD,,822696,843910
CLEAR WATER BAY ROAD,,822528,843634
CLEAR WATER BAY ROAD,,822265,843401
CLEAR WATER BAY ROAD,,821902,843000
CLEAR WATER BAY ROAD,,821643,842499
CLEAR WATER BAY ROAD,,821651,841978
CLEAR WATER BAY ROAD,,821709,841113
CLEAR WATER BAY ROAD,,821639,840844
CHOI WAN ESTATE,,821690,840473
CHOI WAN ESTATE,,821678,840353
NEW CLEAR WATER BAY ROAD,,821544,840403
NEW CLEAR WATER BAY ROAD,,821500,840206
CLEAR WATER BAY ROAD,,821692,839653
NGAU CHI WAN,,822063,839256
HAMMER HILL ROAD,,822367,839490
PO KONG VILLAGE ROAD,,822827,839383
PO KONG VILLAGE ROAD,,823056,839121
TSZ WAN SHAN ROAD,,823293,838921
TSZ WAN SHAN ROAD,,823488,838623
TSZ WAN SHAN ROAD,,823510,838408
SHATIN PASS ROAD,,823118,838226
SHATIN PASS ROAD,,822984,838243
WING CHUK STREET,,822925,837734
CHUK YUEN ROAD,,822882,837379
MA CHAI HANG ROAD,,822706,837547
FUNG MO STREET,,822537,837578
CHUK YUEN ROAD,,822443,836971
JUNCTION ROAD,,822241,836792
WATERLOO ROAD,,822290,836491
CORNWALL STREET,,822336,836046
CORNWALL STREET,,822266,835775
CORNWALL STREET,,822296,835327
NAM CHEONG STREET,,822366,835075
LUNG CHEUNG ROAD,,822515,835036
TAI PO ROAD,,822178,834909
TAI PO ROAD,,822547,834495
CHING CHEUNG ROAD,,822621,834217
CHING CHEUNG ROAD,,822648,834049
TAI PO ROAD,,822745,834040
CASTLE PEAK ROAD - KWAI CHUNG,,822362,832666
BUTTERFLY VALLEY ROAD,,822129,832921
KING LAM STREET,,822283,833298
SO UK ESTATE,,822456,834029
KWONG LEE ROAD,,822220,834598
CASTLE PEAK ROAD,,821622,834774
TAI PO ROAD,,821844,834800
MORSE PARK,,822158,837623
BOUNDARY STREET,,820875,836470
WATERLOO ROAD,,820912,836416
BOUNDARY STREET,,820885,835858
PLAYING FIELD ROAD,,820692,835333
BOUNDARY STREET,,820796,834782
TUNG CHAU STREET,,821011,834272
LAI CHI KOK ROAD,,821213,834418
LAI CHI KOK ROAD,,821716,833824
CHEUNG MOU STREET,,821846,833166
TAI KOK TSUI ROAD,,820380,834730
CHERRY STREET,,819979,834941
SHAMCHUN STREET,,820028,835200
ARGYLE STREET,,820124,835866
ARGYLE STREET,,820310,836420
